x0,x1,x2,x3,x4,x5,cls
0.36037634338724645,0.828346815533191,0.49723495206666657,0.5743763494807971,0.5012778949718618,0.2915907145545217,0.0
0.6930516619683296,0.9525597328942692,0.6058646567992153,0.29287761235090937,0.41449841956726974,0.051164480492651654,0.0
0.8307566369710314,0.1103355793773485,0.040175311529677904,0.5020785749359329,0.5813483681341897,0.4074907838463563,0.0
0.9933257891233587,0.09311440289686912,0.12026412432553257,0.5082028746608904,0.2744997054673505,0.050407709420189795,0.0
0.34874735533669166,0.3328398557446638,0.16751437947418257,0.24863980858720003,0.9494007074852633,0.46183737763889054,0.0
0.9143152464314496,0.11949455810912579,0.9511633701632798,0.7819402212897419,0.9646893121415301,0.15899380339376135,0.0
1.7028639061278383e-05,0.6863632319452331,0.6697486144940987,0.06982037829222842,0.4807082312682829,0.010648286164621656,0.0
0.9988476368673136,0.8326823743437749,0.32032168022723473,0.9018250288042398,0.9249985202521225,0.7217387523215871,0.0
0.360530476295991,0.4873372361720487,0.7909045901109685,0.7768784217429324,0.4429212404337427,0.042034317559545564,0.0
0.7836464325246284,0.3521911116112163,0.9161237236503904,0.6249057893282741,0.3120905653975755,0.6416713550657387,0.0
0.5863705605166137,0.004365872802556847,0.7396228112339701,0.8660894891928191,0.3619516906134691,0.8167394850994191,0.0
0.11087087379781002,0.26813781327788144,0.4279313359424871,0.5405260587639534,0.7631390536542555,0.6516421100710605,0.0
0.4173300658365967,0.9441945715005753,0.4239104591055506,0.3989344833344016,0.6591238347930373,0.8416993866319016,0.0
0.6433404652263105,0.8772209824520801,0.4779595282605006,0.6413251945887137,0.051509183758962074,0.07099617255913293,0.0
0.6370564535673308,0.925382356968208,0.01825892109624694,0.1506545029243176,0.19177946539928636,0.6793447465533361,0.0
0.16629290828841226,0.2629444842994326,0.6141866642057384,0.8963534220505601,0.006475603052588763,0.3111157666220503,0.0
0.030432351036756122,0.3536536945945308,0.08727225504231839,0.12242973443845706,0.6185259902705064,0.7625741819698036,0.0
0.01868527733650549,0.3764391912496797,0.4106600954467464,0.8873519942488802,0.10637891190294135,0.13561160127026262,0.0
0.3241465235334392,0.9247111898037299,0.17911217957918846,0.40326210293868947,0.07927768094629117,0.2963695646403933,0.0
0.02720980825090058,0.5666465400006386,0.1378049767901488,0.29007428391881096,0.7004742178434751,0.8100871568772531,0.0
0.4499399541363971,0.9221760936424851,0.08169647961913273,0.08736735614384761,0.5493715743046593,0.20616078831823736,0.0
0.04251313394266598,0.44584316409356617,0.38858648803157303,0.01681503811567231,0.14034230263105807,0.3974475800136771,0.0
0.541245586454162,0.052624368561976054,0.9059056014701629,0.05166394587195766,0.23644267801034513,0.7112038393589464,0.0
0.27506003418604485,0.46858650582494665,0.6518658535261104,0.8896890280780045,0.836377942075838,0.9287045465405863,0.0
0.43353888144948827,0.8144240636428922,0.5553943367701323,0.0043275883739355425,0.015554873543086156,0.7036652092434356,0.0
0.5830626278690026,0.07444776665615749,0.31304685692605505,0.7307374330758516,0.7812053557925428,0.4156718793152909,0.0
0.7168679830158315,0.09084554061973427,0.5252120695331818,0.4085796234396588,0.5323801695030999,0.9888823921708857,0.0
0.5827388070360291,0.7518354010593561,0.13677279508063367,0.4573926477335364,0.2446671480611068,0.6536479682411902,0.0
0.8520522734619348,0.8066912840832586,0.4163402024083779,0.048763843125836814,0.780522865514882,0.8887480546024753,0.0
0.8983895000604052,0.1415661484526085,0.9292988907647649,0.9057325305814761,0.7955997129998799,0.28248904743623116,0.0
0.1141974483317435,0.5844713346271687,0.14352679264565849,0.7167475327749205,0.5555931599862186,0.6096334792429563,0.0
0.08063521807002705,0.7296463950311398,0.4439832537734243,0.898809686118797,0.34514845903618485,0.015062231020842032,0.0
0.3297062404793829,0.9974978567506151,0.18367647579425905,0.3771779166937459,0.7291730426155054,0.41405395038165027,0.0
0.1345924041617852,0.6116778682088994,0.29938351554482845,0.891503921246686,0.9036378704449977,0.8250663128039762,0.0
0.055905075125868176,0.9685886691156781,0.5800350841237876,0.9449854669108368,0.29402686868378114,0.6853477193835448,0.0
0.7910397014957415,0.8782176710541689,0.9361963703479816,0.6496231064328698,0.7429545491978716,0.23431276797421696,0.0
0.7570914689797076,0.264862776718095,0.6959692868628308,0.6455624883203198,0.7299617280537343,0.8975929091548759,0.0
0.6420399377191056,0.6666714930223188,0.6966979674480335,0.9446299100883231,0.9356715623122873,0.4405348484200846,0.0
0.4920686070990288,0.2914642537236587,0.7682138293058369,0.6322792240536451,0.6810898996316936,0.32924651496224666,0.0
0.45502388577526,0.10012928906629548,0.49644837550559173,0.1061046083667263,0.2761408555326009,0.9988255419895391,0.0
0.4160059799746425,0.7532286331193214,0.11811784314542007,0.19029062490296067,0.5812745313646738,0.6734981673005834,0.0
0.900462085927151,0.23420239045958158,0.06091459066244065,0.6671091327704598,0.7763650905689521,0.6040110820448775,0.0
0.9315796091325107,0.8116255359705664,0.5893377214027529,0.6538461200687558,0.6536072677253935,0.10196917329981936,0.0
0.926073670348505,0.3139686176434928,0.4745424807135632,0.44552234983541517,0.06613744424680446,0.03004121158104245,0.0
0.3279763155362678,0.4521444521708585,0.9941969595954417,0.2471088280102216,0.8743426830813039,0.9786085004424522,0.0
0.34298878886510487,0.5672433294098882,0.32468751549984276,0.5421139089018663,0.7475685161209628,0.22910273682187665,0.0
0.9117539610439258,0.6543021994354754,0.39069677588136176,0.9817520587244499,0.3967933677199075,0.052844754400195426,0.0
0.8082119323055348,0.1537923131292589,0.7436116225195657,0.9438389433440233,0.7976452554398192,0.6308665414717523,0.0
0.9805492678338297,0.6370457150641876,0.3885422180052396,0.09359241913710525,0.7168255843045078,0.2089033163037266,0.0
0.15906481806170247,0.849845488990033,0.15957282857611332,0.5292709366359677,0.5458014710244062,0.7069284162269598,0.0
0.7674559485650401,0.29681665847258376,0.46344478360194263,0.993990481186511,0.1966197530009497,0.5225123414415855,0.0
0.15169027723088868,0.000782127342506489,0.1106907504306398,0.3384740327150789,0.8176713628062937,0.7791324703595928,0.0
0.3227228072764292,0.9235798303573725,0.40066255199116896,0.9358877447001857,0.11205954215773384,0.3903144078144066,0.0
0.884803374226303,0.8411451459730963,0.5032635310135798,0.8175453908906588,0.7674622084538619,0.7019098355570557,0.0
0.7563780702074013,0.8188141823188159,0.5254259374543603,0.4507043203508213,0.4243357542341536,0.28371976665652565,0.0
0.7597060986478977,0.4278383028677025,0.7171142096565243,0.6621980246888604,0.9115949332133022,0.6668433500788324,0.0
0.054907482375260774,0.34041612743735095,0.23428534713379368,0.32922821272214153,0.15978214913941235,0.7319463741409112,0.0
0.7149257510089454,0.7485121577449858,0.7232470251020436,0.22545093119899084,0.43674438642404867,0.3297390657982592,0.0
0.033939739555833515,0.6140848903135109,0.630387028279074,0.7449350157850875,0.1123266355505419,0.5093124495614325,0.0
0.7566309368699581,0.5705575804284493,0.5113570130771474,0.030757204350937983,0.1375807310545889,0.9691536949369816,0.0
0.2106360717469712,0.3408376186469181,0.6062663177481986,0.2104971101373484,0.3063523857753093,0.506830692775809,0.0
0.13999831532382534,0.6460187134663065,0.7026128827738207,0.7130529155016169,0.9770826126250827,0.16964633054235034,0.0
0.44247188218883504,0.9621242097664747,0.13079312034900936,0.6657246966272807,0.5725971788454195,0.3068096320821746,0.0
0.529495363963147,0.5654420663036794,0.963620475667345,0.5523883917237878,0.5571334247583228,0.9741527156491085,0.0
0.4977762294159218,0.019430523304212133,0.4975228361632319,0.40769305137274037,0.5881861708792199,0.6528210004178484,0.0
0.9030355057563815,0.06888248512980044,0.4584122955827995,0.5974355465227766,0.7147657050247402,0.6762725856669399,0.0
0.08513747749896317,0.1457913751465889,0.8538256834846234,0.13405204966907436,0.6547107047708041,0.2881840898894146,0.0
0.5677760032225123,0.19015637732726076,0.5755295523091073,0.02898754952571747,0.7999437548875888,0.5073743340220767,0.0
0.7287451238801412,0.736714229265953,0.22848977604976217,0.6501992430744454,0.6218143684084032,0.926757404007938,0.0
0.5088783747451409,0.8224562400467395,0.40689703347708395,0.9732970869704203,0.7166536227147545,0.25069709234257187,0.0
0.9769554818656884,0.6042711051799294,0.1514696964468284,0.3398308713799836,0.06559611438107638,0.5414022423621082,0.0
0.44023283943088176,0.49267295592676896,0.5786320399182068,0.8920417744657912,0.8297716447212464,0.51825031020684,0.0
0.09785835600867976,0.3435170842981212,0.022103127600677452,0.6602822401249171,0.2846968769634437,0.5831100870674348,0.0
0.37148755013279744,0.0816020540224901,0.7702187138456207,0.6586194451810689,0.864215136792865,0.7630900693946692,0.0
0.11518783158101076,0.17608282894566085,0.8036714193061756,0.2104732910388215,0.9195289286466406,0.43385620726467533,0.0
0.9465422038476786,0.0001877847714926162,0.17324147530885448,0.4366172962958348,0.8306570204930157,0.32250950721939775,0.0
