x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.14169021253544545,0.8215959095445915,0.39031402285425376,0.5014190685950828,0.518476704998596,0.3101760803578232,0.9315495881930015,0.037176454787414714,0.7490528237404291,0.6705534723141223,0.2115498659392141,0.3708857827978066
0.7040198912341943,0.023621754518722504,0.21623717446984936,0.4952203653412889,0.9586277803567915,0.935518719603491,0.705474362570737,0.2588962685634386,0.7717309135058363,0.30368751445683606,0.4492260277393608,0.12285010896073567
0.39332516540160556,0.2689752614905545,0.39578521688306456,0.8913557566220079,0.4948341790213142,0.32672536855638823,0.04883905106536757,0.5249948345686716,0.1316393753241527,0.509031595534993,0.4132435613719242,0.9099398110161145
0.022582653811182296,0.8319463957382864,0.49570534744068195,0.08460494725877021,0.2166650533312745,0.020197320788514328,0.1384993821048075,0.6232050367383264,0.7290799799749721,0.11132654581901358,0.140282024835522,0.7482261487766801
0.8513118269078215,0.5924679431014882,0.7134119410221094,0.40471164936340576,0.11669644176425165,0.14116514121077672,0.9838846183928163,0.9959142782580896,0.09884375209965623,0.5026279630831778,0.2526558189313415,0.4204010754300813
0.3916148206630057,0.16387807973504687,0.4216225141928216,0.6173627890389054,0.5672327820346038,0.23388838393544464,0.00726101178215055,0.23732504335421756,0.7668519388501309,0.8440015687151541,0.9596113392283726,0.8878897378581122
0.39794435846428433,0.0033353374554841997,0.6874715832610335,0.008090127289129723,0.2950899080839553,0.7233561117243148,0.05147452897586857,0.7595150935707545,0.5571782203063597,0.2083489175077763,0.7234565256467707,0.18222061507090526
0.6849970871787716,0.279801287739576,0.9506890010167259,0.27054563632980655,0.6140452482830971,0.38355957782763894,0.5817778963297461,0.7916833538620146,0.42151805933891784,0.7579025302694354,0.9536786106730738,0.8400771081084207
0.698905462125478,0.5272326920832059,0.6558188295256361,0.5930729777479734,0.3162421259510739,0.17473114356968267,0.40132008592280977,0.25477078625820115,0.08686616182914242,0.8501027747068629,0.6393618629800987,0.41806674634112084
0.9357074013761534,0.016951913550223074,0.9768141203753693,0.6198347167017767,0.8309857965420032,0.968305022290376,0.9038615648442305,0.645637160505937,0.8675661496479221,0.5245474644191682,0.5573300382268025,0.7407807531754808
0.06406536285295616,0.16236055893648038,0.8996446488081218,0.12964377562609253,0.6078032388338067,0.031081955963686347,0.004513379418975116,0.6986651223281619,0.8557608597861055,0.22997461264866925,0.5229806577619961,0.09830201046346343
0.9263740628494102,0.07056085051932282,0.9355740280662577,0.8978596151523769,0.13196409057770253,0.8871112486908757,0.05056507024566237,0.01521464030788855,0.41003419897754334,0.9161573047911302,0.5911617426889179,0.7120658865137253
0.03482757649020196,0.9855200921864391,0.48604330868124845,0.8291850864794483,0.9837282925843469,0.7450356794947742,0.0966510067661358,0.2619745064079134,0.9740926360969115,0.9003372723658211,0.894828758932708,0.20337118626409156
0.6896635970354149,0.7992108257707519,0.3591063152237539,0.4479810050067189,0.65211391953578,0.3898558651278178,0.5029901523274884,0.6969158168631435,0.9904299818466822,0.41500301760098124,0.6175373331378323,0.6260415786984393
0.9598448752500598,0.9800269528313365,0.451115745681018,0.96105701480533,0.12269851765226991,0.5415287526838672,0.6281881477159313,0.08734304281288463,0.9021079965702128,0.9013437030025766,0.017880769774148764,0.7536441560232934
0.1026527947166106,0.7815616317664105,0.22814491748937438,0.08959714134343921,0.7862342279461656,0.9964383382061008,0.713409024527282,0.15292254431447494,0.30749684613688755,0.9302649601670171,0.8801348865575751,0.6068835944813812
0.12965923814605562,0.33530992018459305,0.6994311325232685,0.7611332367608826,0.010420880199039972,0.4806326548312174,0.9074737693329759,0.36250374631278803,0.04276998205609561,0.1090409616173994,0.517120516352935,0.34524517125034715
0.9122661945185065,0.6242824792220448,0.3886327039949671,0.29188707701448,0.12834060111547885,0.24664337157071725,0.03409057136708393,0.04769629469950132,0.6059865441897306,0.799163779648665,0.832738869278838,0.5005560717353673
0.4708865575406067,0.6058036132531269,0.07078558146958647,0.06933215881577559,0.08573551850861405,0.9692370609220132,0.4179356186778518,0.9519076957645958,0.8319988655515642,0.44605382794954707,0.4905530853794461,0.734833136882934
0.08440105105602169,0.8317419213999622,0.008022981863946232,0.3819781949490597,0.032322115588917844,0.22444387196237814,0.470415261638473,0.34681093833252863,0.79105914997067,0.3713995773680431,0.34938836703721887,0.1859861567681811
0.7337478587851293,0.10968158410670603,0.11821116034484969,0.1930201933894229,0.533383912420632,0.851895780216128,0.8388233142379915,0.07124455718922817,0.3712397990967211,0.2696912334913101,0.5673098769130354,0.6133509737576789
0.21967194461658668,0.5375923683085916,0.003827242187169455,0.7334081063477588,0.7091732038220014,0.9209867317075028,0.7446720795970743,0.9264234830797745,0.07978851102918827,0.4129828151156959,0.8810335427073107,0.374433808946234
0.6598928630044394,0.6329684471061954,0.3260234543345423,0.4046395547758944,0.8608122609789242,0.8947124623372049,0.434462767877685,0.24458470957959733,0.9344814924695062,0.8381127992791182,0.48231512129361376,0.30123698137200405
0.9184109684091579,0.005655769864376214,0.35004641192861763,0.9668831381186643,0.6341972135691623,0.8781495676877388,0.849617763265286,0.7762229484460013,0.9399573318243567,0.46359012516745157,0.08581426070462372,0.6862658606713973
0.19640982291532438,0.7309482435076622,0.620050839025176,0.052328927361023014,0.05607841186029772,0.261886202315338,0.41926384888878254,0.6319651201034298,0.2555705175738674,0.41801330829243155,0.19560386964931853,0.9788960316165034
0.9287547924295345,0.6289788662744772,0.22678021560811756,0.45632314386327133,0.9238834057163596,0.3630074700981738,0.3626440708468661,0.8448295524168139,0.10985915121534628,0.5595463294205618,0.4920203985873858,0.1574173609439018
0.902467390479744,0.6332803731622556,0.6663309352032146,0.7139746508157326,0.7092486915943473,0.9063767127414596,0.6622990676128631,0.48207599782707045,0.6861282297772436,0.2624015434287198,0.8803920819707685,0.09109001394103067
0.5832922918434856,0.02725849837835559,0.20490741615178798,0.5296756197129472,0.17750652624368113,0.0475315519888615,0.7478775369856687,0.045342815168468276,0.04958249148899463,0.26700775817923905,0.7411760875949365,0.6270848423827945
0.46357216961442926,0.4721404680829503,0.1278480070486646,0.03804857604138556,0.8852872298649831,0.3880063785753872,0.9036253315521116,0.5795209735104804,0.4570060564550329,0.5675693003641242,0.13579074757204623,0.2921009127013199
0.9746655364357263,0.12238605031033256,0.9302731930571925,0.9705275424402632,0.0995695957770546,0.555908539038278,0.942885896098323,0.35327797905526215,0.46281164237996864,0.7911358395464625,0.10692747164889438,0.08900647134410544
0.7866438545177856,0.7634908839884271,0.5836059087094692,0.5939998635865116,0.3760492350215089,0.4455629900832325,0.5999926902725491,0.6666340800828474,0.4467342645405049,0.4056808411423727,0.8875168331593396,0.6610796068099662
